ID,Asset Name,Lat,Long,Business Category,Risk Rating,RiskFactors,Year
2479,"Harrison, Meza and Rios",46.23899,-63.13414,Finance,0.45,"{""Earthquake"": 0.13, ""Drought"": 0.32}",2040
2480,"Clarke, Lutz and Farrell",45.43341,-73.86586,Technology,0.77,"{""Extreme cold"": 0.12, ""Extreme heat"": 0.05, ""Hurricane"": 0.03, ""Earthquake"": 0.09, ""Volcano"": 0.13, ""Wildfire"": 0.16, ""Tornado"": 0.0, ""Drought"": 0.13, ""Flooding"": 0.06}",2050
2481,"Higgins, Brown and Vaughn",46.23899,-63.13414,Retail,0.83,"{""Earthquake"": 0.25, ""Tornado"": 0.58}",2070
2482,"Marks, Garrett and Cummings",46.1351,-60.1831,Technology,0.22,"{""Sea level rise"": 0.0, ""Hurricane"": 0.0, ""Earthquake"": 0.08, ""Wildfire"": 0.03, ""Extreme cold"": 0.06, ""Extreme heat"": 0.05}",2040
2483,Strickland-Daniels,49.88307,-119.48568,Technology,0.06,"{""Sea level rise"": 0.02, ""Wildfire"": 0.01, ""Volcano"": 0.01, ""Earthquake"": 0.01, ""Extreme cold"": 0.01}",2050
2484,Park and Sons,42.8334,-80.38297,Manufacturing,0.69,"{""Sea level rise"": 0.69}",2060
2485,Flynn-Anderson,53.51684,-113.3187,Finance,0.35,"{""Extreme cold"": 0.16, ""Extreme heat"": 0.05, ""Wildfire"": 0.03, ""Flooding"": 0.11}",2040
2486,Willis-Newman,46.23899,-63.13414,Energy,0.19,"{""Volcano"": 0.19}",2030
2487,Thomas-Chavez,45.43341,-73.86586,Healthcare,0.54,"{""Tornado"": 0.19, ""Earthquake"": 0.19, ""Drought"": 0.01, ""Hurricane"": 0.04, ""Wildfire"": 0.11}",2070
2488,Perez-Robertson,49.88307,-119.48568,Energy,0.95,"{""Wildfire"": 0.09000000000000001, ""Flooding"": 0.3, ""Sea level rise"": 0.35, ""Volcano"": 0.21}",2030
2489,"Mcknight, Beasley and Stewart",53.51684,-113.3187,Energy,0.38,"{""Extreme heat"": 0.38}",2040
2490,Flynn-Anderson,53.51684,-113.3187,Retail,0.81,"{""Volcano"": 0.11, ""Extreme cold"": 0.07, ""Extreme heat"": 0.06, ""Sea level rise"": 0.09, ""Drought"": 0.22, ""Flooding"": 0.18, ""Tornado"": 0.08}",2070
2491,Horne and Sons,45.43341,-73.86586,Finance,0.52,"{""Flooding"": 0.14, ""Volcano"": 0.19, ""Tornado"": 0.14, ""Drought"": 0.05}",2050
2492,Smith-Woods,43.86682,-79.2663,Finance,0.2,"{""Sea level rise"": 0.2}",2030
2493,Stewart PLC,45.44868,-73.81669,Retail,0.29,"{""Volcano"": 0.019999999999999997, ""Earthquake"": 0.03, ""Tornado"": 0.02, ""Extreme heat"": 0.01, ""Flooding"": 0.04, ""Drought"": 0.03, ""Wildfire"": 0.04, ""Sea level rise"": 0.04, ""Extreme cold"": 0.04, ""Hurricane"": 0.02}",2030
2494,"Watson, Evans and Smith",45.43341,-73.86586,Manufacturing,0.03,"{""Extreme heat"": 0.02, ""Tornado"": 0.0, ""Wildfire"": 0.0, ""Earthquake"": 0.0, ""Extreme cold"": 0.0, ""Volcano"": 0.0, ""Drought"": 0.01, ""Flooding"": 0.0, ""Sea level rise"": 0.0, ""Hurricane"": 0.0}",2060
2495,Gross PLC,46.23899,-63.13414,Manufacturing,0.72,"{""Wildfire"": 0.13, ""Extreme heat"": 0.24, ""Sea level rise"": 0.25, ""Volcano"": 0.1}",2060
2496,Williams Group,43.86682,-79.2663,Retail,0.66,"{""Wildfire"": 0.1, ""Sea level rise"": 0.03, ""Earthquake"": 0.09, ""Drought"": 0.03, ""Flooding"": 0.04, ""Hurricane"": 0.1, ""Extreme heat"": 0.09, ""Tornado"": 0.05, ""Volcano"": 0.13}",2070
2497,Torres-Sanchez,45.40008,-73.58248,Finance,0.98,"{""Drought"": 0.05, ""Earthquake"": 0.04, ""Sea level rise"": 0.11, ""Extreme heat"": 0.14, ""Tornado"": 0.12, ""Volcano"": 0.11, ""Flooding"": 0.05, ""Wildfire"": 0.17, ""Extreme cold"": 0.09, ""Hurricane"": 0.1}",2040
2498,Zuniga Inc,45.44868,-73.81669,Healthcare,0.55,"{""Drought"": 0.55}",2050
2499,Perez-Robertson,45.43341,-73.86586,Finance,0.63,"{""Drought"": 0.15, ""Hurricane"": 0.04, ""Tornado"": 0.01, ""Flooding"": 0.08, ""Earthquake"": 0.07, ""Extreme heat"": 0.13, ""Extreme cold"": 0.03, ""Sea level rise"": 0.02, ""Volcano"": 0.1}",2050
2500,Gray-Evans,49.88307,-119.48568,Technology,0.64,"{""Flooding"": 0.04, ""Wildfire"": 0.12, ""Extreme heat"": 0.19, ""Earthquake"": 0.12, ""Sea level rise"": 0.17}",2050
2501,Ware PLC,42.8334,-80.38297,Technology,0.4,"{""Earthquake"": 0.4}",2030
2502,"Bender, Warren and Sanchez",45.44868,-73.81669,Finance,0.05,"{""Volcano"": -0.01, ""Drought"": 0.01, ""Extreme cold"": 0.01, ""Tornado"": 0.01, ""Wildfire"": 0.01, ""Hurricane"": 0.01, ""Sea level rise"": 0.0, ""Flooding"": 0.0, ""Earthquake"": 0.0, ""Extreme heat"": 0.01}",2040
2503,"Hooper, Evans and Merritt",46.23899,-63.13414,Retail,0.57,"{""Tornado"": 0.04, ""Hurricane"": 0.13, ""Extreme cold"": 0.08, ""Drought"": 0.09, ""Flooding"": 0.03, ""Earthquake"": 0.14, ""Sea level rise"": 0.01, ""Wildfire"": 0.01, ""Extreme heat"": 0.04}",2060
2504,Williams Group,43.86682,-79.2663,Retail,0.73,"{""Extreme cold"": 0.73}",2070
2505,"Hall, Meadows and Anderson",43.86682,-79.2663,Manufacturing,0.63,"{""Wildfire"": 0.62, ""Flooding"": 0.01}",2050
2506,"Roberts, Burke and Williams",43.86682,-79.2663,Technology,0.2,"{""Wildfire"": 0.1, ""Flooding"": 0.1}",2060
2507,Reid PLC,46.23899,-63.13414,Technology,0.24,"{""Wildfire"": 0.0, ""Tornado"": 0.06, ""Volcano"": 0.04, ""Drought"": 0.08, ""Extreme cold"": 0.06}",2060
2508,Miller-Norris,42.8334,-80.38297,Energy,0.69,"{""Sea level rise"": 0.28, ""Flooding"": 0.41}",2030
2509,Stewart PLC,43.86682,-79.2663,Manufacturing,0.53,"{""Hurricane"": 0.04, ""Earthquake"": 0.02, ""Wildfire"": 0.06, ""Sea level rise"": 0.04, ""Tornado"": 0.09, ""Extreme heat"": 0.06, ""Extreme cold"": 0.05, ""Volcano"": 0.17}",2030
2510,Jones Ltd,45.4473,-73.75335,Healthcare,0.17,"{""Sea level rise"": 0.01, ""Drought"": 0.01, ""Tornado"": 0.01, ""Extreme cold"": 0.04, ""Flooding"": 0.03, ""Extreme heat"": 0.03, ""Earthquake"": 0.04}",2050
2511,Wiley Ltd,46.1351,-60.1831,Energy,0.49,"{""Drought"": 0.12, ""Hurricane"": 0.05, ""Wildfire"": 0.16, ""Extreme heat"": 0.0, ""Extreme cold"": 0.04, ""Earthquake"": 0.08, ""Flooding"": 0.04}",2030
2512,Gray-Evans,46.23899,-63.13414,Manufacturing,0.52,"{""Wildfire"": 0.12, ""Hurricane"": 0.02, ""Volcano"": 0.04, ""Extreme heat"": 0.16, ""Tornado"": 0.18}",2050
2513,Miller-Norris,46.1351,-60.1831,Energy,0.53,"{""Tornado"": 0.09999999999999999, ""Volcano"": 0.08, ""Hurricane"": 0.08, ""Earthquake"": 0.03, ""Flooding"": 0.09, ""Drought"": 0.07, ""Extreme cold"": 0.08}",2060
2514,Acevedo-Kennedy,45.44868,-73.81669,Retail,0.15,"{""Tornado"": 0.01, ""Earthquake"": 0.01, ""Extreme heat"": 0.02, ""Hurricane"": 0.03, ""Wildfire"": 0.01, ""Extreme cold"": 0.03, ""Flooding"": 0.01, ""Sea level rise"": 0.02, ""Drought"": 0.01}",2040
2515,"Davis, Allen and Rivera",45.43341,-73.86586,Finance,0.84,"{""Drought"": 0.45, ""Volcano"": 0.39}",2030
2516,Vega-Huffman,46.1351,-60.1831,Finance,0.23,"{""Wildfire"": 0.06, ""Volcano"": 0.11, ""Extreme cold"": 0.04, ""Flooding"": 0.02}",2060
2517,"Walker, Hogan and Mendez",53.51684,-113.3187,Energy,0.78,"{""Earthquake"": 0.04, ""Extreme cold"": 0.08, ""Tornado"": 0.12, ""Drought"": 0.09, ""Sea level rise"": 0.1, ""Hurricane"": 0.01, ""Extreme heat"": 0.1, ""Flooding"": 0.07, ""Wildfire"": 0.13, ""Volcano"": 0.04}",2040
2518,Cook-Burns,43.86682,-79.2663,Manufacturing,0.47,"{""Extreme heat"": 0.04, ""Drought"": 0.07, ""Tornado"": 0.08, ""Extreme cold"": 0.08, ""Volcano"": 0.07, ""Sea level rise"": 0.06, ""Earthquake"": 0.02, ""Flooding"": 0.03, ""Hurricane"": 0.02}",2070
2519,"Thompson, Davis and Brown",45.4473,-73.75335,Energy,0.1,"{""Tornado"": 0.02, ""Volcano"": 0.02, ""Flooding"": 0.02, ""Drought"": 0.01, ""Hurricane"": 0.01, ""Earthquake"": 0.02}",2040
2520,Skinner-Rojas,46.1351,-60.1831,Retail,0.28,"{""Extreme cold"": 0.060000000000000005, ""Extreme heat"": 0.03, ""Tornado"": 0.02, ""Flooding"": 0.03, ""Earthquake"": 0.06, ""Sea level rise"": 0.06, ""Hurricane"": 0.02, ""Wildfire"": 0.0}",2040
2521,Martin-Jenkins,45.40008,-73.58248,Manufacturing,0.36,"{""Volcano"": 0.29, ""Flooding"": 0.07}",2070
2522,Reid-Sherman,43.86682,-79.2663,Healthcare,0.03,"{""Earthquake"": 0.0, ""Wildfire"": 0.0, ""Volcano"": 0.01, ""Sea level rise"": 0.01, ""Drought"": 0.0, ""Extreme cold"": 0.0, ""Hurricane"": 0.0, ""Extreme heat"": 0.0, ""Flooding"": 0.01}",2060
2523,Anderson Group,42.8334,-80.38297,Energy,0.03,"{""Extreme heat"": 0.02, ""Volcano"": 0.0, ""Wildfire"": 0.0, ""Tornado"": 0.0, ""Extreme cold"": 0.0, ""Earthquake"": 0.0, ""Hurricane"": 0.01, ""Sea level rise"": 0.0, ""Drought"": 0.0, ""Flooding"": 0.0}",2070
2524,Norton-Spencer,43.86682,-79.2663,Retail,0.63,"{""Extreme heat"": 0.18, ""Drought"": 0.1, ""Wildfire"": 0.35}",2050
2525,Stewart PLC,43.86682,-79.2663,Retail,0.69,"{""Drought"": 0.29, ""Tornado"": 0.1, ""Sea level rise"": 0.12, ""Flooding"": 0.14, ""Earthquake"": 0.01, ""Extreme heat"": 0.03}",2060
2526,Gray-Evans,45.40008,-73.58248,Healthcare,0.34,"{""Wildfire"": 0.04, ""Extreme heat"": 0.04, ""Sea level rise"": 0.01, ""Flooding"": 0.05, ""Extreme cold"": 0.02, ""Drought"": 0.05, ""Tornado"": 0.04, ""Earthquake"": 0.0, ""Hurricane"": 0.03, ""Volcano"": 0.06}",2050
2527,"Landry, Molina and Green",49.88307,-119.48568,Technology,0.7,"{""Flooding"": 0.11, ""Earthquake"": 0.01, ""Tornado"": 0.12, ""Volcano"": 0.15, ""Extreme heat"": 0.06, ""Sea level rise"": 0.1, ""Drought"": 0.1, ""Extreme cold"": 0.05}",2030
2528,Acevedo-Kennedy,46.23899,-63.13414,Technology,0.27,"{""Earthquake"": 0.05, ""Volcano"": 0.02, ""Wildfire"": 0.03, ""Extreme cold"": 0.03, ""Extreme heat"": 0.03, ""Drought"": 0.01, ""Hurricane"": 0.06, ""Sea level rise"": 0.02, ""Tornado"": 0.02}",2030
2529,"Clarke, Lutz and Farrell",53.51684,-113.3187,Manufacturing,0.05,"{""Extreme heat"": 0.0, ""Flooding"": 0.01, ""Extreme cold"": 0.02, ""Sea level rise"": 0.01, ""Wildfire"": 0.01, ""Volcano"": 0.0}",2050
2530,Strickland-Daniels,46.1351,-60.1831,Finance,0.35,"{""Sea level rise"": 0.18, ""Volcano"": 0.04, ""Drought"": 0.09, ""Tornado"": 0.04}",2050
2531,Pittman PLC,42.8334,-80.38297,Finance,0.57,"{""Tornado"": 0.28, ""Sea level rise"": 0.29}",2060
2532,Zuniga Inc,43.86682,-79.2663,Finance,0.48,"{""Wildfire"": 0.31, ""Earthquake"": 0.17, ""Hurricane"": 0.0}",2030
2533,Campos and Sons,49.88307,-119.48568,Healthcare,0.02,"{""Drought"": 0.02}",2040
2534,Park and Sons,43.86682,-79.2663,Technology,0.54,"{""Extreme cold"": 0.060000000000000005, ""Tornado"": 0.03, ""Hurricane"": 0.02, ""Sea level rise"": 0.03, ""Wildfire"": 0.1, ""Extreme heat"": 0.09, ""Earthquake"": 0.08, ""Flooding"": 0.07, ""Volcano"": 0.01, ""Drought"": 0.05}",2070
2535,Gross PLC,43.86682,-79.2663,Finance,0.74,"{""Earthquake"": 0.07, ""Drought"": 0.0, ""Sea level rise"": 0.14, ""Volcano"": 0.14, ""Hurricane"": 0.13, ""Tornado"": 0.05, ""Extreme heat"": 0.13, ""Wildfire"": 0.02, ""Flooding"": 0.06}",2040
2536,"Mcpherson, Simmons and Simpson",45.4473,-73.75335,Finance,0.93,"{""Tornado"": 0.59, ""Hurricane"": 0.34}",2040
2537,Foster-Flores,42.8334,-80.38297,Finance,0.17,"{""Extreme heat"": 0.02, ""Extreme cold"": 0.01, ""Hurricane"": 0.01, ""Tornado"": 0.04, ""Drought"": 0.04, ""Earthquake"": 0.0, ""Volcano"": 0.03, ""Sea level rise"": 0.02}",2030
2538,Wiley Ltd,46.23899,-63.13414,Healthcare,0.17,"{""Extreme heat"": 0.0, ""Earthquake"": 0.04, ""Hurricane"": 0.06, ""Tornado"": 0.03, ""Sea level rise"": 0.04}",2060
2539,"Harrison, Meza and Rios",46.1351,-60.1831,Technology,0.25,"{""Hurricane"": 0.03, ""Volcano"": 0.02, ""Wildfire"": 0.01, ""Tornado"": 0.02, ""Earthquake"": 0.09, ""Extreme heat"": 0.08}",2030
2540,Vega-Huffman,46.1351,-60.1831,Technology,0.63,"{""Hurricane"": 0.06, ""Extreme heat"": 0.14, ""Drought"": 0.1, ""Tornado"": 0.06, ""Extreme cold"": 0.15, ""Earthquake"": 0.02, ""Flooding"": 0.1}",2060
2541,Thomas-Chavez,50.26729,-119.27337,Healthcare,0.37,"{""Sea level rise"": 0.06, ""Hurricane"": 0.1, ""Extreme heat"": 0.03, ""Wildfire"": 0.06, ""Extreme cold"": 0.04, ""Volcano"": 0.08}",2070
2542,Acevedo-Kennedy,43.86682,-79.2663,Technology,0.45,"{""Tornado"": 0.02, ""Volcano"": 0.09, ""Hurricane"": 0.1, ""Extreme cold"": 0.0, ""Flooding"": 0.08, ""Wildfire"": 0.08, ""Extreme heat"": 0.03, ""Drought"": 0.0, ""Sea level rise"": 0.05}",2040
2543,Strickland-Daniels,49.88307,-119.48568,Manufacturing,0.69,"{""Wildfire"": 0.08, ""Extreme cold"": 0.1, ""Tornado"": 0.11, ""Hurricane"": 0.1, ""Extreme heat"": 0.09, ""Volcano"": 0.05, ""Sea level rise"": 0.14, ""Earthquake"": 0.02}",2030
2544,Acevedo-Kennedy,45.4473,-73.75335,Finance,0.72,"{""Extreme heat"": 0.1, ""Drought"": 0.18, ""Extreme cold"": 0.05, ""Volcano"": 0.13, ""Flooding"": 0.24, ""Sea level rise"": 0.02}",2030
2545,Skinner-Rojas,50.26729,-119.27337,Finance,0.01,"{""Sea level rise"": 0.01, ""Extreme cold"": 0.0, ""Volcano"": 0.0, ""Hurricane"": 0.0, ""Drought"": 0.0, ""Extreme heat"": 0.0, ""Earthquake"": 0.0, ""Wildfire"": 0.0}",2060
2546,Good-Lewis,42.8334,-80.38297,Healthcare,0.86,"{""Drought"": 0.08, ""Extreme heat"": 0.08, ""Volcano"": 0.18, ""Sea level rise"": 0.21, ""Tornado"": 0.19, ""Wildfire"": 0.12}",2060
2547,Obrien-Oneill,42.8334,-80.38297,Technology,0.12,"{""Drought"": 0.02, ""Flooding"": 0.0, ""Extreme heat"": 0.01, ""Extreme cold"": 0.02, ""Hurricane"": 0.02, ""Wildfire"": 0.0, ""Tornado"": 0.0, ""Volcano"": 0.01, ""Sea level rise"": 0.02, ""Earthquake"": 0.02}",2040
2548,Park and Sons,43.86682,-79.2663,Finance,0.32,"{""Volcano"": 0.06999999999999999, ""Flooding"": 0.09, ""Drought"": 0.06, ""Wildfire"": 0.03, ""Sea level rise"": 0.07}",2040
2549,Patel-Brooks,46.1351,-60.1831,Technology,0.71,"{""Earthquake"": 0.17, ""Extreme cold"": 0.05, ""Wildfire"": 0.01, ""Extreme heat"": 0.13, ""Volcano"": 0.12, ""Drought"": 0.08, ""Sea level rise"": 0.15}",2040
2550,Cook-Burns,46.1351,-60.1831,Technology,0.9,"{""Extreme cold"": 0.53, ""Wildfire"": 0.37}",2040
2551,"Hooper, Evans and Merritt",53.51684,-113.3187,Healthcare,0.91,"{""Extreme heat"": 0.91}",2030
2552,Skinner-Rojas,42.8334,-80.38297,Retail,0.73,"{""Volcano"": 0.24, ""Earthquake"": 0.08, ""Extreme heat"": 0.04, ""Flooding"": 0.17, ""Sea level rise"": 0.2}",2070
2553,Williams Group,42.8334,-80.38297,Technology,0.32,"{""Sea level rise"": 0.05, ""Flooding"": 0.06, ""Extreme cold"": 0.04, ""Tornado"": 0.04, ""Hurricane"": 0.02, ""Wildfire"": 0.02, ""Volcano"": 0.03, ""Extreme heat"": 0.02, ""Earthquake"": 0.04}",2040
2554,Campos and Sons,43.86682,-79.2663,Healthcare,0.11,"{""Flooding"": 0.06, ""Earthquake"": 0.01, ""Volcano"": 0.01, ""Extreme cold"": 0.03}",2030
2555,Guzman Ltd,45.43341,-73.86586,Technology,0.36,"{""Drought"": 0.06999999999999999, ""Wildfire"": 0.08, ""Extreme cold"": 0.04, ""Sea level rise"": 0.04, ""Flooding"": 0.04, ""Earthquake"": 0.01, ""Volcano"": 0.06, ""Tornado"": 0.02}",2060
2556,"Wagner, Curry and Pearson",50.26729,-119.27337,Finance,0.11,"{""Wildfire"": 0.07, ""Tornado"": 0.01, ""Earthquake"": 0.03}",2050
2557,Robertson-Petersen,49.88307,-119.48568,Technology,0.12,"{""Hurricane"": 0.01, ""Wildfire"": 0.0, ""Extreme heat"": 0.03, ""Flooding"": 0.02, ""Volcano"": 0.03, ""Extreme cold"": 0.03}",2050
2558,Torres-Sanchez,53.51684,-113.3187,Manufacturing,0.1,"{""Wildfire"": 0.1}",2070
2559,"Rodriguez, Roberts and Fuller",49.88307,-119.48568,Technology,0.83,"{""Drought"": 0.02, ""Extreme heat"": 0.07, ""Flooding"": 0.21, ""Sea level rise"": 0.16, ""Volcano"": 0.08, ""Hurricane"": 0.29}",2060
2560,Zuniga Inc,45.40008,-73.58248,Energy,0.12,"{""Extreme cold"": 0.05, ""Volcano"": 0.07}",2030
2561,Foster-Flores,43.86682,-79.2663,Retail,0.35,"{""Drought"": 0.05, ""Sea level rise"": 0.11, ""Wildfire"": 0.08, ""Extreme heat"": 0.0, ""Hurricane"": 0.09, ""Tornado"": 0.02}",2070
2562,Wilkerson-Miranda,49.88307,-119.48568,Retail,0.53,"{""Volcano"": 0.53}",2060
2563,Miller-Norris,45.4473,-73.75335,Technology,0.56,"{""Volcano"": 0.12, ""Earthquake"": 0.01, ""Flooding"": 0.11, ""Hurricane"": 0.07, ""Wildfire"": 0.05, ""Extreme heat"": 0.15, ""Tornado"": 0.05}",2050
2564,"Bender, Warren and Sanchez",45.4473,-73.75335,Technology,0.17,"{""Hurricane"": 0.0, ""Sea level rise"": 0.03, ""Drought"": 0.03, ""Tornado"": 0.0, ""Extreme heat"": 0.03, ""Flooding"": 0.02, ""Wildfire"": 0.03, ""Volcano"": 0.03}",2050
2565,Guzman Ltd,42.8334,-80.38297,Retail,0.8,"{""Hurricane"": 0.13, ""Sea level rise"": 0.23, ""Wildfire"": 0.19, ""Extreme heat"": 0.25}",2050
2566,"Kelley, Barnes and Hutchinson",50.26729,-119.27337,Retail,0.41,"{""Tornado"": 0.41}",2040
2567,Horne and Sons,46.23899,-63.13414,Healthcare,1,"{""Earthquake"": 0.28, ""Flooding"": 0.27, ""Extreme heat"": 0.23, ""Extreme cold"": 0.04, ""Tornado"": 0.12, ""Drought"": 0.05, ""Hurricane"": 0.01}",2060
2568,Rivera Inc,45.4473,-73.75335,Energy,0.01,"{""Earthquake"": 0.01, ""Volcano"": 0.0, ""Drought"": 0.0, ""Sea level rise"": 0.0, ""Tornado"": 0.0}",2040
2569,Anderson Group,43.86682,-79.2663,Energy,0.68,"{""Wildfire"": 0.09999999999999999, ""Earthquake"": 0.07, ""Drought"": 0.13, ""Hurricane"": 0.2, ""Volcano"": 0.18}",2040
2570,Cook-Burns,42.8334,-80.38297,Healthcare,0.54,"{""Drought"": 0.13, ""Hurricane"": 0.09, ""Sea level rise"": 0.06, ""Tornado"": 0.18, ""Flooding"": 0.01, ""Extreme cold"": 0.04, ""Wildfire"": 0.03}",2030
2571,Willis-Newman,50.26729,-119.27337,Energy,0.01,"{""Volcano"": 0.01, ""Tornado"": 0.0, ""Sea level rise"": 0.0, ""Wildfire"": 0.0, ""Flooding"": 0.0, ""Extreme cold"": 0.0}",2060
2572,"Fox, Daniel and Coleman",45.43341,-73.86586,Technology,0.9,"{""Wildfire"": 0.12, ""Tornado"": 0.16, ""Drought"": 0.0, ""Extreme heat"": 0.13, ""Hurricane"": 0.02, ""Volcano"": 0.04, ""Flooding"": 0.13, ""Earthquake"": 0.08, ""Extreme cold"": 0.12, ""Sea level rise"": 0.1}",2060
2573,Rivera Inc,45.40008,-73.58248,Finance,0.35,"{""Drought"": 0.09000000000000001, ""Extreme cold"": 0.06, ""Sea level rise"": 0.03, ""Hurricane"": 0.06, ""Earthquake"": 0.07, ""Wildfire"": 0.03, ""Volcano"": 0.01}",2040
2574,Rivera Inc,43.86682,-79.2663,Energy,0.43,"{""Earthquake"": 0.0, ""Volcano"": 0.02, ""Tornado"": 0.13, ""Extreme heat"": 0.1, ""Sea level rise"": 0.1, ""Flooding"": 0.08}",2030
2575,Gross PLC,53.51684,-113.3187,Technology,0.48,"{""Flooding"": 0.18, ""Extreme heat"": 0.01, ""Earthquake"": 0.1, ""Volcano"": 0.01, ""Drought"": 0.18}",2060
2576,Rivera Inc,45.4473,-73.75335,Manufacturing,0.23,"{""Extreme cold"": 0.23}",2030
2577,"Rodriguez, Roberts and Fuller",42.8334,-80.38297,Retail,0.33,"{""Wildfire"": 0.07, ""Extreme heat"": 0.02, ""Hurricane"": 0.05, ""Sea level rise"": 0.04, ""Tornado"": 0.02, ""Extreme cold"": 0.01, ""Volcano"": 0.04, ""Flooding"": 0.08, ""Drought"": 0.0}",2060
2578,"Roberts, Burke and Williams",43.86682,-79.2663,Manufacturing,0.35,"{""Earthquake"": 0.01, ""Tornado"": 0.05, ""Drought"": 0.02, ""Extreme heat"": 0.02, ""Hurricane"": 0.02, ""Volcano"": 0.06, ""Flooding"": 0.03, ""Sea level rise"": 0.0, ""Wildfire"": 0.05, ""Extreme cold"": 0.09}",2050
2579,Martin-Jenkins,46.23899,-63.13414,Healthcare,0.15,"{""Extreme cold"": 0.01, ""Wildfire"": 0.02, ""Sea level rise"": 0.03, ""Extreme heat"": 0.01, ""Tornado"": 0.0, ""Flooding"": 0.03, ""Drought"": 0.02, ""Volcano"": 0.03}",2050
2580,Martin-Jenkins,45.40008,-73.58248,Manufacturing,0.32,"{""Tornado"": 0.03, ""Flooding"": 0.0, ""Sea level rise"": 0.07, ""Drought"": 0.03, ""Extreme heat"": 0.02, ""Hurricane"": 0.07, ""Extreme cold"": 0.01, ""Wildfire"": 0.08, ""Earthquake"": 0.0, ""Volcano"": 0.01}",2060
2581,"Washington, Rogers and Morrison",45.43341,-73.86586,Manufacturing,0.2,"{""Wildfire"": 0.04, ""Flooding"": 0.03, ""Sea level rise"": 0.03, ""Earthquake"": 0.03, ""Extreme heat"": 0.04, ""Hurricane"": 0.03}",2040
2582,"Bender, Warren and Sanchez",45.44868,-73.81669,Finance,0.35,"{""Sea level rise"": 0.02, ""Drought"": 0.06, ""Tornado"": 0.05, ""Wildfire"": 0.07, ""Extreme cold"": 0.01, ""Flooding"": 0.01, ""Hurricane"": 0.1, ""Extreme heat"": 0.01, ""Earthquake"": 0.02}",2060
2583,Skinner-Rojas,46.1351,-60.1831,Energy,0.17,"{""Wildfire"": 0.01, ""Earthquake"": 0.06, ""Volcano"": 0.09, ""Extreme heat"": 0.01}",2030
2584,"Clarke, Lutz and Farrell",45.40008,-73.58248,Manufacturing,0.77,"{""Volcano"": 0.06, ""Earthquake"": 0.17, ""Tornado"": 0.12, ""Flooding"": 0.11, ""Wildfire"": 0.13, ""Hurricane"": 0.18}",2060
2585,Duke Ltd,45.44868,-73.81669,Technology,0.68,"{""Flooding"": 0.04, ""Sea level rise"": 0.02, ""Wildfire"": 0.15, ""Volcano"": 0.13, ""Tornado"": 0.03, ""Extreme heat"": 0.02, ""Drought"": 0.14, ""Extreme cold"": 0.07, ""Earthquake"": 0.06, ""Hurricane"": 0.02}",2060
2586,Wilkerson-Miranda,45.43341,-73.86586,Retail,0.2,"{""Drought"": 0.2}",2060
2587,Martin-Jenkins,46.23899,-63.13414,Finance,0.33,"{""Flooding"": 0.13, ""Drought"": 0.07, ""Extreme heat"": 0.02, ""Sea level rise"": 0.08, ""Wildfire"": 0.03}",2040
2588,"Taylor, Mitchell and Ward",50.26729,-119.27337,Manufacturing,0.89,"{""Earthquake"": 0.12000000000000001, ""Flooding"": 0.22, ""Wildfire"": 0.11, ""Volcano"": 0.07, ""Extreme heat"": 0.02, ""Hurricane"": 0.15, ""Sea level rise"": 0.2}",2060
2589,Alvarez Inc,45.44868,-73.81669,Energy,0.55,"{""Sea level rise"": 0.55}",2040
2590,"Mcpherson, Simmons and Simpson",50.26729,-119.27337,Retail,0.29,"{""Flooding"": 0.05, ""Drought"": 0.04, ""Wildfire"": 0.07, ""Earthquake"": 0.06, ""Extreme heat"": 0.07}",2070
2591,Robertson-Petersen,45.40008,-73.58248,Healthcare,0.86,"{""Tornado"": 0.35, ""Extreme heat"": 0.17, ""Sea level rise"": 0.24, ""Wildfire"": 0.1}",2060
2592,Torres-Sanchez,49.88307,-119.48568,Healthcare,0.22,"{""Volcano"": 0.02, ""Extreme cold"": 0.08, ""Tornado"": 0.12}",2050
2593,Willis-Newman,45.43341,-73.86586,Manufacturing,0.4,"{""Earthquake"": 0.049999999999999996, ""Wildfire"": 0.03, ""Flooding"": 0.01, ""Hurricane"": 0.02, ""Tornado"": 0.04, ""Volcano"": 0.06, ""Sea level rise"": 0.04, ""Extreme heat"": 0.06, ""Drought"": 0.03, ""Extreme cold"": 0.06}",2060
2594,"Harrison, Meza and Rios",43.86682,-79.2663,Retail,0.67,"{""Drought"": 0.26, ""Flooding"": 0.25, ""Extreme heat"": 0.16}",2070
2595,Foster-Flores,49.88307,-119.48568,Energy,0.28,"{""Hurricane"": 0.03, ""Volcano"": 0.15, ""Wildfire"": 0.1}",2050
2596,Anderson Group,45.40008,-73.58248,Retail,0.23,"{""Sea level rise"": 0.07, ""Tornado"": 0.16}",2050
2597,"Walker, Hogan and Mendez",53.51684,-113.3187,Energy,0.62,"{""Wildfire"": 0.01, ""Extreme heat"": 0.03, ""Drought"": 0.06, ""Flooding"": 0.21, ""Hurricane"": 0.09, ""Sea level rise"": 0.22}",2070
2598,Waller Ltd,50.26729,-119.27337,Healthcare,0.19,"{""Hurricane"": 0.03, ""Volcano"": 0.05, ""Tornado"": 0.06, ""Extreme heat"": 0.03, ""Flooding"": 0.02}",2030
